Date,Close,High,Low,Open,Volume,MA,STD,Zscore,Signal,Position
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.9069976806641,24051100,253.46234817504882,41.72599328394037,-1.0100980807535231,1,0.0
2015-01-21,226.89700317382807,227.7879943847656,211.2120056152344,211.3780059814453,29924600,249.09474868774413,39.542977728543526,-0.5613574593774949,0,1.0
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558597,33544600,245.01344833374023,36.472461311389196,-0.31825223900479105,0,0.0
2015-01-23,232.8789978027344,234.84500122070312,225.1959991455078,233.5169982910156,24621700,242.60329818725586,35.5444097248601,-0.2735817097483036,0,0.0
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382807,232.6999969482422,24782500,241.78589782714843,35.208123935907146,0.17215067482594382,0,0.0
2015-01-25,253.71800231933597,255.07400512695312,243.88999938964844,247.3520050048828,33582700,240.74809799194335,34.4925242994939,0.37602073466055125,0,0.0
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000,240.11229782104493,33.719359667799885,0.9893632159976053,0,0.0
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000,238.56919784545897,31.756294994648883,0.7842794086102747,0,0.0
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.3510131835937,44352200,236.09749755859374,29.960525032585128,-0.0728459955253533,0,0.0
2015-01-29,233.51300048828125,238.70599365234372,220.7120056152344,233.34800720214844,32213400,233.25274810791015,27.096539151288113,0.009604635445066702,0,0.0
2015-01-30,226.4250030517578,242.8509979248047,225.8390045166016,232.77200317382807,26605200,230.83419876098634,25.291995595816168,-0.17433166523079346,0,0.0
2015-01-31,217.4640045166016,233.5039978027344,216.3090057373047,226.4409942626953,23348200,228.42439880371094,24.06547917835914,-0.4554405173434268,0,0.0
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500,226.38319931030273,22.210068645514212,0.026510535431708556,0,0.0
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100,227.0015998840332,22.366396124826064,0.5019764453583428,0,0.0
2015-02-03,227.26800537109372,245.95700073242188,224.4830017089844,237.45399475097656,40783700,229.4598503112793,19.184691710144133,-0.11424968267937353,0,0.0
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.5110015869141,26594300,230.31030044555663,18.638590537714965,-0.18549168792505782,0,0.0
2015-02-05,217.11099243164065,239.40499877929688,214.7250061035156,227.6649932861328,22516400,230.76100006103516,18.17643428835135,-0.7509727932800511,0,0.0
2015-02-06,222.26600646972656,230.50999450683597,216.23199462890625,216.92300415039065,24435300,231.9113006591797,16.749957173873273,-0.5758399313699701,0,0.0
2015-02-07,227.7539978027344,230.2989959716797,222.60699462890625,222.63299560546875,21604200,232.78205032348632,16.005616362660263,-0.3141430112296038,0,0.0
2015-02-08,223.41200256347656,229.43800354003903,221.07699584960935,227.6929931640625,17145200,233.20960083007813,15.611050131865506,-0.6276066109481364,0,0.0
2015-02-09,220.1100006103516,223.9770050048828,217.0189971923828,223.38900756835935,27791300,233.64935073852538,15.076561324136602,-0.8980396681369357,0,0.0
2015-02-10,219.8390045166016,221.8070068359375,215.33200073242188,220.2819976806641,21115100,233.29645080566405,15.323514822395369,-0.8782218991555617,0,0.0
2015-02-11,219.18499755859372,223.406005859375,218.07400512695312,219.73199462890625,17201900,232.585400390625,15.644742315603661,-0.8565435314754961,0,0.0
2015-02-12,221.76400756835935,222.19900512695312,217.61399841308597,219.2079925537109,15206200,232.02965087890624,15.830085402384633,-0.6484894458624009,0,0.0
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,231.40865097045898,15.415100444564898,0.2606762762991158,0,0.0
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,231.58880157470702,15.707818115293843,1.6381786853347764,-1,0.0
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,229.65640182495116,12.289232837006395,0.4205791518350038,0,-1.0
2015-02-16,233.84300231933597,239.52099609375,229.02200317382807,234.8249969482422,28153700,228.1748016357422,9.457401659010216,0.5993401663546332,0,0.0
2015-02-17,243.6100006103516,245.7749938964844,232.31399536132807,233.4219970703125,27363100,228.65955200195313,10.00000627765295,1.495043922303157,-1,0.0
2015-02-18,236.3260040283203,244.25100708007807,232.33999633789065,243.77999877929688,25200800,228.8002021789551,10.09122928333053,0.7457765191993925,0,-1.0
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210935,18270500,229.49310226440429,10.390877158142011,1.0384015066411623,-1,0.0
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007807,23876700,230.8088523864746,10.45340575780856,1.2407587414125463,-1,-1.0
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,231.68695220947265,10.844443420036995,1.184666088885802,-1,-1.0
2015-02-22,235.9770050048828,246.3919982910156,233.8509979248047,244.54400634765625,19527000,231.5743522644043,10.784466525001795,0.40824019716429905,0,-1.0
2015-02-23,238.8919982910156,240.10899353027344,232.42100524902344,235.9949951171875,16400000,232.1555519104004,10.853175876658444,0.6206889538299155,0,0.0
2015-02-24,238.7350006103516,239.9010009765625,236.4019927978516,238.9980010986328,14200400,232.74965209960936,10.8728296313662,0.5504867374611987,0,0.0
2015-02-25,237.47000122070312,239.33999633789065,235.52999877929688,238.88999938964844,11496200,233.7676025390625,10.26783331147476,0.3605822737210815,0,0.0
