Date,Close,High,Low,Open,Volume,Shares Held,Investment,Portfolio Value
2015-01-02,24.320430755615234,24.78979984807769,23.87997951870223,24.7786766820896,212818400,411.1769277643713,10000,10000.0
2015-01-05,23.63528823852539,24.16916802993291,23.44843124496915,24.08908597636393,257142000,411.1769277643713,10000,9718.28520474225
2015-01-06,23.637514114379883,23.89777994984248,23.274919886548112,23.699799781277893,263188400,411.1769277643713,10000,9719.200433537684
2015-01-07,23.968965530395508,24.069067259780194,23.73539256562156,23.84661746367444,160423600,411.1769277643713,10000,9855.48560847814
2015-01-08,24.889902114868164,24.94773952442875,24.18028687717126,24.298186668971617,237458000,411.1769277643713,10000,10234.15348394742
2015-01-09,24.91659545898437,25.192432657022927,24.51618525444712,25.0634114025435,214798000,411.1769277643713,10000,10245.129171172879
2015-01-12,24.30263900756836,25.054518669777877,24.202537283196392,25.047845447774037,198603200,411.1769277643713,10000,9992.684443698528
2015-01-13,24.518409729003903,25.092330444797703,24.227001123216635,24.78757370102578,268367600,411.1769277643713,10000,10081.404386039896
2015-01-14,24.42498016357422,24.57846931774493,24.135794846003662,24.25591789958728,195826400,411.1769277643713,10000,10042.988304364158
2015-01-15,23.762081146240234,24.48281782825192,23.72649007038077,24.46947138694922,240056000,411.1769277643713,10000,9770.41952299875
2015-01-16,23.577449798583984,23.931145802676745,23.40171428294956,23.808797754717016,314053200,411.1769277643713,10000,9694.503372700457
2015-01-20,24.184743881225582,24.240356334338355,23.690905026039022,23.98898696008792,199599600,411.1769277643713,10000,9944.208687850512
2015-01-21,24.36936378479004,24.7052615887612,24.08462676104458,24.23589261543956,194303600,411.1769277643713,10000,10020.1201326023
2015-01-22,25.00335121154785,25.01892262552144,24.407185838169838,24.52730890189042,215185600,411.1769277643713,10000,10280.801134977817
2015-01-23,25.13237571716309,25.30366129301284,24.80982253293594,24.981109805942747,185859200,411.1769277643713,10000,10333.853034803007
2015-01-26,25.15907096862793,25.439358179889904,25.0923370497656,25.30143869878955,222460000,411.1769277643713,10000,10344.829506286218
2015-01-27,24.27816390991211,25.02114690634776,24.253694303322035,25.007798768198853,382274800,411.1769277643713,10000,9982.620848237499
2015-01-28,25.650680541992188,26.27576550361316,25.650680541992188,26.16676390240693,585908400,411.1769277643713,10000,10546.968020321687
2015-01-29,26.44927406311035,26.51378469048546,25.706291059166716,25.87535333445469,337745600,411.1769277643713,10000,10875.331250867584
2015-01-30,26.06221580505371,26.693972335696472,25.99325522245303,26.338053043985266,334982000,411.1769277643713,10000,10716.181825454027
2015-02-02,26.389205932617188,26.50932896805157,25.821960245304005,26.26018640314153,250956400,411.1769277643713,10000,10850.632621514857
2015-02-03,26.39366340637207,26.491540143156215,26.16231546070213,26.360295604150625,207662800,411.1769277643713,10000,10852.46543187898
2015-02-04,26.59609031677246,26.80741858763321,26.31802814234265,26.36029413594617,280598800,411.1769277643713,10000,10935.698706994246
2015-02-05,26.78592300415039,26.850688237069605,26.63182635672692,26.80378792396723,168984800,411.1769277643713,10000,11013.753528179557
2015-02-06,26.560361862182617,26.85515434063665,26.45316382281068,26.80378822297082,174826400,411.1769277643713,10000,10921.007990802225
2015-02-09,26.736793518066406,26.76359175260287,26.44870056981302,26.47550050820468,155559200,411.1769277643713,10000,10993.552617028903
2015-02-10,27.250444412231445,27.279478102854824,26.835056469852,26.837288520011427,248034000,411.1769277643713,10000,11204.754013635105
2015-02-11,27.88916015625,27.898093467941823,27.35764088949896,27.41793861360003,294247200,411.1769277643713,10000,11467.379190975389
2015-02-12,28.242021560668945,28.469816775467056,28.04326003818433,28.1526901372943,297898000,411.1769277643713,10000,11612.467659170992
2015-02-13,28.380481719970703,28.42514657401425,28.061123072379967,28.42514657401425,217088800,411.1769277643713,10000,11669.399282090455
2015-02-17,28.54797744750977,28.782472190621917,28.344748442965244,28.47204515109199,252609600,411.1769277643713,10000,11738.269660753625
