Date,Close,High,Low,Open,Volume,Shares Bought,Cumulative Shares,Investment,Portfolio Value
2015-01-31,24.320430755615234,24.78979984807769,23.87997951870223,24.7786766820896,212818400,2.0558846388218566,2.0558846388218566,50,50.0
2015-02-28,26.389205932617188,26.50932896805157,25.821960245304005,26.26018640314153,250956400,1.8947140784634129,3.9505987172852697,100,104.2531631075743
2015-03-31,28.829370498657227,29.09513099327998,28.652943124085446,28.86510374667761,192386800,1.7343424131417933,5.684941130427063,150,163.89327411213705
2015-04-30,27.74846649169922,27.942762202453487,27.49163929808752,27.87576321147474,162485600,1.8019013776835988,7.486842508110662,200,207.74839846493805
2015-05-31,28.7981014251709,29.061629839180103,27.98295681935596,28.161617927212657,234050400,1.7362255678528045,9.223068075963466,250,265.6068499028517
2015-06-30,29.274965286254883,29.465588087337625,29.165079827087663,29.21665878592011,128451200,1.707943955222242,10.931012031185709,300,320.0049977565961
2015-07-31,28.39138984680176,28.4676393357512,28.254590752457236,28.458668706994064,120955200,1.7610972999137064,12.692109331099415,350,360.34662399747384
2015-08-31,26.561418533325195,27.48761393461107,26.35509753907429,27.247655228608707,279904000,1.8824295824888895,14.574538913588304,400,387.12042801405363
2015-09-30,24.266691207885746,25.203836937629006,24.18559184335684,24.814111059097517,307383600,2.0604374766903497,16.634976390278652,450,403.6758353133619
2015-10-31,24.685705184936523,24.69471641683409,24.1743285167292,24.570814126638464,255716400,2.0254637096820924,18.660440099960745,500,460.6461229287984
2015-11-30,27.298900604248047,27.33945028593936,26.94521793788585,27.21329648455156,128813200,1.8315755907114948,20.49201569067224,550,559.4094995203528
2015-12-31,26.5469913482666,26.87956430638716,26.43839715341516,26.865990463549124,139409600,1.8834526046306477,22.375468295302888,600,594.0013632488194
2016-01-31,23.834375381469727,23.83890114650032,23.076471989765675,23.214478479947225,270597600,2.0978103768086576,24.473278672111544,650,583.3053106864235
2016-02-29,21.816320419311523,21.87966733486503,21.583293525922265,21.825370225258307,163774000,2.2918621948612676,26.76514086697281,700,583.9168892218883
2016-03-31,22.86731719970703,22.921908936946764,22.1598928357187,22.21221114651014,201628400,2.186526716856868,28.95166758382968,750,662.0469660999089
2016-04-30,25.019155502319336,25.021430663757336,24.611988376901795,24.743919973270767,103496000,1.9984687331019177,30.950136316931598,800,774.3462733312927
2016-05-31,21.30005645751953,21.40014271237309,21.017997244815025,21.3751211486597,192640400,2.3474116183550566,33.29754793528665,850,709.2396509185686
2016-06-30,22.532814025878903,22.77997511295027,22.503063833289232,22.660970850580007,116693200,2.2189860504140793,35.51653398570073,900,800.2874551436022
2016-07-31,21.944660186767575,22.077395020130943,21.816503379937043,21.853118862171964,104106000,2.278458612457783,37.794992598158515,950,829.3982693279844
2016-08-31,24.26980400085449,24.2926888975774,23.894486107380573,23.894486107380573,152671600,2.060173209402087,39.8551658075606,1000,967.2770625710533
2016-09-30,24.557748794555664,24.573855183266623,24.302346233949955,24.421993442164972,106806000,2.036017243204506,41.89118305076511,1050,1028.7531500674374
2016-10-31,25.88997459411621,26.01192493952253,25.83475295546521,25.933692675591384,86807200,1.9312494810776317,43.822432531842736,1100,1134.5616649017802
2016-11-30,25.652982711791992,26.17759272514653,25.432094377509262,26.106264694258773,175303200,1.9490910886170103,45.771523620459746,1150,1174.1761041280326
2016-12-31,25.322141647338867,25.657489368779974,25.215756021236693,25.525663509862365,148347600,1.9745565243394236,47.74608014479917,1200,1209.0330045317985
2017-01-31,26.8624267578125,26.904056072927844,26.540956621718564,26.781481357443056,115127600,1.8613359266008351,49.60741607140001,1250,1332.5755808623135
2017-02-28,29.77647399902344,30.178891306404857,29.37405845611944,29.378683151438544,447940000,1.6791779980947312,51.28659406949474,1300,1527.13393480878
2017-03-31,32.46990203857422,32.553521647368505,31.96121992468526,32.0285784914269,145658400,1.5398876147085396,52.82648168420328,1350,1715.2706853286156
2017-04-30,33.37810134887695,33.47565696298353,33.227123181766615,33.3804263800433,79942800,1.4979881413081728,54.32446982551145,1400,1813.2476595599292
2017-05-31,34.04705810546875,34.191068267266395,33.67077165986596,33.70329019782849,134411600,1.4685556633149703,55.79302548882642,1450,1899.5883806979723
2017-06-30,35.7269401550293,35.76192754482833,35.50303651940562,35.72460908592968,65616400,1.39950412162463,57.192529610451054,1500,2043.3140827073257
2017-07-31,33.46923065185547,33.889054465885614,33.37593805268634,33.79109616909267,57111200,1.4939094513434266,58.68643906179448,1550,1964.1899650952598
2017-08-31,34.99692153930664,35.03657107252493,34.614416182447435,34.7753489436117,141474400,1.4286970910810746,60.11513615287556,1600,2103.844703266922
2017-09-30,38.4124641418457,38.62085834486409,38.31412117138466,38.588077354710414,66364400,1.301660831113698,61.41679698398926,1650,2359.1705118545046
2017-10-31,36.01475143432617,36.16460787605408,35.759527796093536,36.120118630830895,74795200,1.3883200080160567,62.80511699200532,1700,2261.9106772708465
2017-11-30,39.07745361328125,39.79161475661711,38.7777406699895,39.77522247442673,134551200,1.2795101875063453,64.08462717951166,1750,2504.2640459317895
2017-12-31,40.195499420166016,40.341193737200754,39.596267357262526,39.93700603281037,159037200,1.2439203572854498,65.3285475367971,1800,2625.913594635616
2018-01-31,40.479827880859375,40.48922959375759,39.77485001301346,39.98634552478895,102223600,1.2351831175557486,66.56373065435285,1850,2694.4883599960863
2018-02-28,39.427059173583984,39.62445210218433,39.18736571131065,39.28371354040223,188923200,1.2681645815851226,67.83189523593798,1900,2674.4121473236764
2018-03-31,41.2913932800293,42.419237905595054,40.739269228248325,42.126657594237145,195208000,1.2109060999930619,69.04280133593105,1950,2850.873463116861
