Date,Close,High,Low,Open,Volume,Shares Bought,Cumulative Shares,Investment,Portfolio Value
2018-11-30,22.95199966430664,23.189332962036133,22.315332412719727,22.55066680908203,120001500,2.1784594253788065,139.38035266169763,2350,3199.057807502225
2018-12-31,23.89933204650879,24.399999618530277,23.46666717529297,24.0,124597500,2.092108679133733,141.47246134083136,2400,3381.0973290214065
2019-01-31,20.67466735839844,21.0086669921875,19.920000076293945,20.406667709350582,174879000,2.418418595725994,143.89087993655735,2450,2974.8960785955715
2019-02-28,20.81399917602539,21.07333374023437,20.233333587646484,20.3613338470459,109251000,2.40222936385971,146.29310930041706,2500,3044.9446564370733
2019-03-31,19.652666091918945,20.47533226013184,19.459999084472656,20.46266746520996,343671000,2.5441840697919194,148.83729337020898,2550,2925.0496286296984
2019-04-30,19.27866744995117,19.280000686645508,18.75200080871582,18.841333389282227,121656000,2.5935402501134304,151.4308336203224,2600,2919.3846830350803
2019-05-31,15.600666999816896,16.0,15.43333339691162,15.923333168029783,160566000,3.2049911712484374,154.63582479157083,2650,2412.4220088153265
2019-06-30,11.9313325881958,12.445332527160645,11.79933261871338,12.36733341217041,195966000,4.190646738778134,158.82647153034895,2700,1895.011455638205
2019-07-31,15.14466667175293,15.539999961853027,15.085332870483398,15.347332954406738,123201000,3.3014922733992873,162.12796380374823,2750,2455.373969977791
2019-08-31,15.59000015258789,16.30066680908203,15.451333045959473,16.176666259765625,123892500,3.2071840609764304,165.33514786472466,2800,2577.574980439199
2019-09-30,15.000666618347168,15.263333320617676,14.87733268737793,14.93866729736328,80311500,3.3331852025059665,168.66833306723063,2850,2530.137433413868
2019-10-31,16.312667846679688,16.39666748046875,15.94200038909912,16.100000381469727,92439000,3.065102561392317,171.73343562862294,2900,2801.430493578873
2019-11-30,20.88733291625977,21.09866714477539,20.65333366394043,21.08799934387207,95758500,2.393795330426195,174.12723095904914,2950,3637.0534428281144
2019-12-31,22.32466697692871,22.42533302307129,21.91266632080078,21.959999084472656,91117500,2.239675066672761,176.3669060257219,3000,3937.332442775523
2020-01-31,28.68400001525879,28.71333312988281,28.11400032043457,28.299999237060547,142981500,1.7431320587575623,178.11003808447947,3050,5108.908335132953
2020-02-29,52.0,52.40933227539063,44.90133285522461,44.91266632080078,705975000,0.9615384615384616,179.07157654601792,3100,9311.721980392933
2020-03-31,49.574668884277344,49.5793342590332,45.77799987792969,47.41733169555664,302925000,1.0085796057804342,180.08015615179835,3150,8927.414113854364
2020-04-30,32.104000091552734,34.26333236694336,31.67333221435547,33.599998474121094,200298000,1.5574383210008804,181.63759447279924,3200,5831.293349584165
2020-05-31,46.75466537475586,51.51800155639648,45.5359992980957,50.33333206176758,487977000,1.069411995556627,182.70700646835587,3250,8542.404949051333
2020-06-30,59.87333297729492,59.93333435058594,56.93999862670898,57.20000076293945,224092500,0.835096319407522,183.54210278776338,3300,10989.277435564647
2020-07-31,74.64199829101562,75.68866729736328,72.03333282470703,72.19999694824219,199903500,0.6698641668871064,184.21196695465048,3350,13749.949322613647
2020-08-31,99.0,100.65399932861328,96.29199981689452,96.61333465576172,132139500,0.5050505050505051,184.71701745970097,3400,18286.984728510397
2020-09-30,158.35000610351562,167.49667358398438,156.836669921875,167.3800048828125,269523300,0.31575622401501074,185.032773683716,3450,29299.940842166852
2020-10-31,149.3866729736328,149.6266632080078,144.80667114257812,146.9199981689453,152224500,0.3347018780505618,185.36747556176655,3500,27691.430451693494
2020-11-30,133.50332641601562,135.66000366210938,130.76666259765625,131.3333282470703,87063300,0.3745225032385544,185.7419980650051,3550,24797.17459683532
2020-12-31,194.9199981689453,199.2833404541016,190.68333435058597,199.19667053222656,120310500,0.25651549594548484,185.99851356095058,3600,36254.82992272704
2021-01-31,243.2566680908203,248.163330078125,239.06333923339844,239.82000732421875,145914600,0.20554421135675677,186.20405777230735,3650,45295.3786786821
2021-02-28,279.9366760253906,280.6666564941406,265.1866760253906,271.42999267578125,76174200,0.1786118228947783,186.38266959520212,3700,52175.344995219515
2021-03-31,239.47666931152344,239.6666717529297,228.3500061035156,230.0366668701172,81408600,0.20878860618759257,186.5914582013897,3750,44684.300932049155
2021-04-30,220.5833282470703,230.80667114257807,219.80667114257807,229.4566650390625,105895200,0.2266717090422906,186.818129910432,3800,41208.96487253664
2021-05-31,228.3000030517578,235.3333282470703,226.8333282470703,234.6000061035156,81129300,0.2190100715358489,187.03713998196784,3850,42700.57962867531
2021-06-30,207.96665954589844,211.26666259765625,206.8500061035156,209.26666259765625,54254700,0.24042315296680983,187.27756313493464,3900,38947.48921306845
2021-07-31,225.97332763671875,229.3300018310547,224.26666259765625,227.97332763671875,55903500,0.22126505160105198,187.4988281865357,3950,42369.734133296864
2021-08-31,236.55667114257807,242.31333923339844,232.8000030517578,233.3333282470703,100847400,0.21136584209820855,187.7101940286339,4000,44404.098638941075
2021-09-30,244.69667053222656,247.3300018310547,243.7566680908203,244.69332885742188,39612900,0.20433461514309814,187.914528643777,4050,45982.059503764955
2021-10-31,258.4066772460937,260.260009765625,254.52999877929688,259.4666748046875,51094200,0.19349345199923948,188.10802209577625,4100,48608.36895310431
2021-11-30,402.86334228515625,403.25,372.88665771484375,381.6666564941406,168146100,0.12411156526772994,188.23213366104397,4150,75831.82649215445
2021-12-31,365.0,390.9466552734375,363.586669921875,386.8999938964844,68450400,0.136986301369863,188.36911996241383,4200,68754.72878628105
2022-01-31,399.9266662597656,400.3566589355469,378.6799926757813,382.5833435058594,103931400,0.12502292099602916,188.49414288340986,4250,75383.83417285403
2022-02-28,310.4166564941406,314.5666809082031,301.6666564941406,311.7366638183594,73138200,0.16107383078183432,188.6552167141917,4300,58561.7216025969
2022-03-31,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,74766900,0.17353680269244723,188.82875351688415,4350,54405.96766425917
2022-04-30,361.5299987792969,364.9166564941406,355.5466613769531,360.3833312988281,54263100,0.13830110964186818,188.96705462652602,4400,68317.25902845527
2022-05-31,300.9800109863281,302.1199951171875,282.6766662597656,286.92333984375,75781500,0.16612398888599691,189.13317861541202,4450,56925.30617754587
2022-06-30,246.7899932861328,257.32666015625,243.63999938964844,251.72000122070312,77247900,0.20260140751342817,189.33578002292546,4500,46726.175880682495
2022-07-31,227.26333618164065,230.22999572753903,222.1199951171875,227.0,74460300,0.22000909095181725,189.55578911387727,4550,43079.08102656327
2022-08-31,297.27667236328125,311.8766784667969,295.0,301.27667236328125,117042900,0.16819348656761893,189.72398260044488,4600,56400.51421496933
2022-09-30,277.1600036621094,277.5799865722656,266.1499938964844,272.5799865722656,54287000,0.18040120991250916,189.9043838103574,4650,52633.89971232928
2022-10-31,242.3999938964844,255.16000366210935,241.00999450683597,254.5,98363500,0.20627063225650175,190.11065444261388,4700,46082.82147654626
2022-11-30,227.82000732421875,237.3999938964844,227.27999877929688,234.0500030517578,62688800,0.21947150554184305,190.3301259481557,4750,43361.01068752831
2022-12-31,194.6999969482422,198.9199981689453,191.8000030517578,197.0800018310547,80046200,0.25680534557631085,190.58693129373202,4800,37107.27494126447
2023-01-31,108.0999984741211,118.8000030517578,104.63999938964844,118.47000122070312,231402800,0.46253469663063773,191.04946599036265,4850,20652.44698203985
2023-02-28,181.41000366210935,183.80999755859372,169.92999267578125,173.88999938964844,213806300,0.27561875856156753,191.3250847489242,4900,34708.28432495572
2023-03-31,202.7700042724609,207.1999969482422,198.5200042724609,206.2100067138672,156852800,0.2465847953172368,191.57166954424144,4950,38844.98825196831
2023-04-30,194.7700042724609,202.69000244140625,192.1999969482422,199.91000366210935,169545900,0.25671304052576666,191.8283825847672,5000,37362.414895614376
2023-05-31,161.8300018310547,163.27999877929688,158.8300018310547,163.1699981689453,109015000,0.30896619560196503,192.13734878036917,5050,31093.587504941137
2023-06-30,207.5200042724609,209.8000030517578,199.3699951171875,202.58999633789065,148029900,0.2409406272676879,192.37828940763686,5100,39922.34343980152
2023-07-31,279.82000732421875,284.25,275.1099853515625,276.489990234375,119685900,0.1786862936575745,192.55697570129442,5150,53881.29435106562
2023-08-31,261.07000732421875,266.4700012207031,260.25,266.260009765625,83166000,0.19151951046565752,192.7484952117601,5200,50320.851056666346
2023-09-30,245.00999450683597,259.0799865722656,242.00999450683597,257.260009765625,132272500,0.2040733077058412,192.95256851946593,5250,47275.307753034234
2023-10-31,251.6000061035156,254.27999877929688,242.6199951171875,244.80999755859372,123810400,0.1987281350837032,193.15129665454964,5300,48596.867417186644
2023-11-30,205.66000366210935,205.9900054931641,197.8500061035156,204.0399932861328,121661700,0.24311970781712072,193.39441636236677,5350,39773.49637731585
2023-12-31,238.8300018310547,240.19000244140625,231.8999938964844,233.13999938964844,121173500,0.2093539321553469,193.60377029452212,5400,46238.38881393981
2024-01-31,248.4199981689453,251.25,244.41000366210935,250.0800018310547,104654200,0.20127204077183847,193.80504233529396,5450,48145.04826206609
2024-02-29,188.8600006103516,189.8800048828125,184.27999877929688,188.5,91843300,0.2647463721190916,194.06978870741304,5500,36652.02041373283
2024-03-31,202.63999938964844,204.5200042724609,198.5,200.5200042724609,82099200,0.24674299324220278,194.31653170065525,5550,39376.30186521938
2024-04-30,175.22000122070312,176.75,170.2100067138672,176.1699981689453,81562100,0.28535555103107857,194.60188725168632,5600,34098.14292179161
2024-05-31,179.99000549316406,185.8600006103516,179.00999450683594,182.0,92829700,0.2777932022558829,194.8796804539422,5650,35076.394755411115
2024-06-30,176.2899932861328,182.63999938964844,174.49000549316406,178.1300048828125,68568900,0.2836235855931198,195.16330403953532,5700,34405.337558829175
2024-07-31,209.8600006103516,213.22999572753903,200.8500061035156,201.0200042724609,135691400,0.23825407345173566,195.40155811298706,5750,41006.97110485512
2024-08-31,216.8600006103516,231.8699951171875,214.3300018310547,227.69000244140625,83861900,0.23056349653820532,195.63212160952526,5800,42424.78201164602
2024-09-30,210.6000061035156,219.8999938964844,209.63999938964844,215.25999450683597,76714200,0.23741689720285974,195.8695385067281,5850,41250.12600500972
2024-10-31,258.0199890136719,263.9800109863281,248.52999877929688,262.6700134277344,87397600,0.19378343589244404,196.06332194262055,5900,50588.25617361897
2024-11-30,248.97999572753903,254.0,246.6300048828125,252.0399932861328,57544800,0.20081934636514104,196.26414128898568,5950,48865.845059600775
2024-12-31,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500,0.14002072450298583,196.40416201348867,6000,70133.96149414315
2025-01-31,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700,0.1318287285407186,196.53599074202938,6050,74542.17032872481
2025-02-28,383.6799926757813,389.1700134277344,374.3599853515625,386.6799926757813,93732100,0.13031693326331767,196.6663076752927,6100,75456.92748842925
2025-03-31,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400,0.1756543160797782,196.84196199137247,6150,56031.06327941619
2025-04-30,268.4599914550781,277.45001220703125,259.25,263.79998779296875,146486900,0.1862474915870903,197.02820948295957,6200,52894.191434204666
