Date,Close,High,Low,Open,Volume,Shares Bought,Cumulative Shares,Investment,Portfolio Value
2015-01-31,105.1742706298828,105.92820805375295,103.66639578214256,105.92820805375295,32046000,0.47540144277257934,0.47540144277257934,50,50.0
2015-02-28,107.43611907958984,107.8130879184656,105.92824372408684,105.92824372408684,29181000,0.46539283462910136,0.9407942774016806,100,101.07528601632364
2015-03-31,112.33670043945312,115.352450786821,111.95973164603215,114.22154440655804,41388000,0.44509051631749535,1.385884793719176,150,155.68572491562438
2015-04-30,108.56700897216795,109.3209465344747,108.19004019101462,109.3209465344747,38697000,0.4605450631215042,1.8464298568406803,200,200.46136683410091
2015-05-31,111.2057876586914,111.95972520214016,110.07488134351829,111.95972520214016,30811000,0.4496168864291318,2.296046743269812,250,255.33368658649266
2015-06-30,109.32091522216795,110.07485256852776,108.56697787580818,109.69788389534786,31570000,0.45736902127454077,2.7534157645443527,300,301.00593136713394
2015-07-31,109.6858139038086,110.8526842644874,108.12998675623685,108.90790033002273,32546000,0.45584746304429674,3.2092632275886492,350,352.0106491496247
2015-08-31,104.62938690185548,107.74104153090694,104.62938690185548,107.74104153090694,33631000,0.477877214810606,3.6871404423992553,400,385.78324390927025
2015-09-30,96.46129608154295,99.18399395481232,96.46129608154295,99.18399395481232,42340000,0.5183426102603143,4.205483052659569,450,405.66634590850583
2015-10-31,103.85147857666016,104.24043542526188,100.73982378784636,101.90669433365152,49600000,0.48145679469639374,4.686939847355963,500,486.7456331477826
2015-11-30,106.96314239501952,107.7410561578924,105.4073148692738,107.7410561578924,21663000,0.4674507393897221,5.154390586745685,550,551.3298142896269
2015-12-31,110.85271453857422,110.85271453857422,107.7410593936318,109.296886966103,46117000,0.451048945514105,5.6054395322597905,600,621.3781883328336
2016-01-31,108.51896667480467,111.63062163322202,108.13000980500252,110.85270789361768,39169000,0.46074895045613,6.066188482715921,650,658.2965057989329
2016-02-29,112.01956939697266,112.01956939697266,110.074785206053,112.01956939697266,40943000,0.446350582038135,6.512539064754056,700,729.5318217147124
2016-03-31,118.24285888671876,118.24285888671876,115.520161478143,115.520161478143,38629000,0.42285851738329444,6.93539758213735,750,820.0612376279572
