Date,Close,High,Low,Open,Volume,Shares Bought,Cumulative Shares,Investment,Portfolio Value
2015-01-31,9.125043869018556,9.150135425686717,8.740303210306537,8.815578677957225,13884500,5.479425712106494,5.479425712106494,50,50.0
2015-02-28,10.781105041503906,10.906563660626295,10.454911515080669,10.471639756375092,14963000,4.637743515856262,10.117169227962755,100,109.07426416933744
2015-03-31,10.714962005615234,11.008867217491828,10.614194435757875,10.9500863352824,16977000,4.666372122812683,14.783541350775437,150,158.40508388200053
2015-04-30,10.085161209106444,10.244709615543616,9.287417575262127,9.295814269726758,26495200,4.957778954971217,19.741320305746655,200,199.0943977640615
2015-05-31,10.975275993347168,11.000468481764344,10.714960019670809,10.790535883263722,10473900,4.555694091912428,24.297014397659083,250,266.66643882863826
2015-06-30,9.968179702758787,10.170579907098167,9.917580254871735,10.069379402796615,9065000,5.015960936795916,29.312975334455,300,292.1970057563833
2015-07-31,8.812813758850098,8.989913400890266,8.770647024218903,8.964613681816976,10582200,5.673556864830879,34.98653219928588,350,308.3297923403186
2015-08-31,5.650321006774902,5.920187237160388,5.582854549711482,5.920187237160388,16055600,8.849054759906299,43.835586959192185,400,247.68513783983155
2015-09-30,5.709920406341553,6.073663338868081,5.659165606688778,5.946776541417791,21711000,8.756689488082705,52.59227644727489,450,300.2977125022511
2015-10-31,5.23621129989624,5.498444771357355,5.185456473487331,5.42231233006224,14439300,9.54888890770905,62.14116535498394,500,325.3842722204877
2015-11-30,6.564295291900635,6.615050102504396,6.378193916323461,6.437408063709539,12999700,7.616963859272537,69.75812921425647,550,457.91295917293985
2015-12-31,6.4464192390441895,6.463383484234062,6.174991316006229,6.259812541955592,15541700,7.756243915562262,77.51437312981874,600,499.69014624651345
2016-01-31,6.573650360107422,6.675435817000107,6.446418336761839,6.522757631661079,16529200,7.606124034741473,85.1204971645602,650,559.552386838334
2016-02-29,8.541505813598633,8.736595250787104,8.38034567758995,8.507577321337907,16790300,5.853768772292673,90.97426593685287,700,777.0572213874968
2016-03-31,11.272510528564451,11.90961547240619,11.128100009817327,11.892625618379078,21344000,4.435569155007697,95.40983509186057,750,1075.5083706015964
2016-04-30,11.595311164855955,11.637784995337668,11.077132701317687,11.221543238882948,14610600,4.312087816284241,99.72192290814482,800,1156.3067260777166
2016-05-31,16.233434677124023,16.564728733312947,15.995581578692017,16.53074902486194,32058600,3.080062906863416,102.80198581500824,850,1668.8293214065666
